Reference number,AWB,Company,Store,Recipient Name,Company Payment Type,Delivering City,Delivering Area,Shipment Details,Zones,Cash on Delivery,Returned With Fees,Exp Delivery Fees,Shipment Status,Creation Date,Distribution Center Date,AssignTo Courier Date,Acctual Delivering Date,COD Collection Date,Company Settlement Date
1103w,24100458000248,mango perfume,mango perfume,,Pay After Delivery,Amman,الجبيهة,100مل ايدول لانكوم ,RTN,0,,1.5,Item Returned To Company Completed,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/3/2024 7:12:38 AM,,,
1104w,24100458000249,mango perfume,mango perfume,,Pay After Delivery,Zarqa,الزرقاء,100مل كريد افنتوس بلاك +100مل كريد افنتوس بلاك +50مل سترونجر ويذ يو انتتسلي ,RTN,0,,1.75,Item Returned To Company Completed,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/8/2024 7:51:33 AM,,,10/9/2024 12:25:05 PM
1105w,24100458000250,mango perfume,mango perfume,,Pay After Delivery,Amman,ضاحية الاقصى,100مل كريد افنتوس +100مل سترونجر ويذ يو+50مل مونت بلانك اكسبلور ,H,0,,1.5,Cod Collected,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/3/2024 1:08:39 PM,10/3/2024 3:47:30 PM,10/3/2024 7:21:36 PM,10/5/2024 9:47:36 AM
1107w,24100458000252,mango perfume,mango perfume,,Pay After Delivery,Mafraq,المفرق,100مل الترا فيوليت ستاتي ,,0,,1.75,Cod Collected,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/3/2024 11:49:11 AM,10/3/2024 2:30:51 PM,10/3/2024 8:34:29 PM,10/5/2024 9:47:36 AM
1108w,24100458000253,mango perfume,mango perfume,,Pay After Delivery,Amman,تلاع العلي,100مل توم فورد اومبير ليذر ,RTN,0,,1.5,Item Returned To Company Completed,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/6/2024 6:52:03 AM,,,
11010w,24100458000255,mango perfume,mango perfume,,Pay After Delivery,Salt,السلط,100مل بلاك افغانو ,M,0,,1.75,Cod Collected,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/3/2024 7:46:40 AM,10/3/2024 6:50:57 PM,10/5/2024 9:01:48 AM,10/5/2024 9:47:36 AM
11011w,24100458000256,mango perfume,mango perfume,,Pay After Delivery,Amman,سحاب,50مل يو ستاتي ,D 1,10,,1.5,Cod Collected,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/3/2024 6:47:57 AM,10/3/2024 9:34:41 AM,10/3/2024 3:35:08 PM,10/5/2024 9:47:36 AM
11012w,24100458000257,mango perfume,mango perfume,,Pay After Delivery,Amman,الجندويل,100مل سترونجر ويذ يو ابسولتلي +100مل جفنشي جنتل مان +50مل اكوا دي جيو +50مل توم فورد بلاك اوركيد ,E,0,,1.5,Cod Collected,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/5/2024 8:45:51 AM,10/5/2024 12:03:37 PM,10/6/2024 9:39:26 AM,10/6/2024 12:09:52 PM
11013w,24100458000258,mango perfume,mango perfume,,Pay After Delivery,Irbid,الطيبة ,100مل سكاندل ستاتي +100مل ذا ون رجالي +50مل توم فورد اومبير ليذر +50مل ارسيتستبل جفنشي ,Q 4,34,,1.75,Cod Collected,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/3/2024 12:00:55 PM,10/3/2024 4:21:59 PM,10/3/2024 6:55:20 PM,10/5/2024 9:47:36 AM
11014w,24100458000259,mango perfume,mango perfume,,Pay After Delivery,Amman,حي نزال,100مل مونت بلانك ليجند ,RTN,0,,1.5,Item Returned To Company Completed,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/3/2024 6:52:16 AM,,,10/5/2024 9:47:36 AM
11015w,24100458000260,mango perfume,mango perfume,,Pay After Delivery,Amman,ام الحيران,100مل سوفاج الكسير عدد 2 ,P,25,,1.5,Cod Collected,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/3/2024 6:52:17 AM,10/3/2024 2:37:39 PM,10/3/2024 8:22:49 PM,10/5/2024 9:47:36 AM
11016w,24100458000261,mango perfume,mango perfume,,Pay After Delivery,Amman,اليادودة, 100مل كوكو مدموزيل +100مل فكتوريا سيكرت فيري سيكسي +50مل روبيرتو كافالي ستاتي عدد 2 ,RSC,34,,1.5,Cod Collected,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/7/2024 8:15:50 AM,10/7/2024 1:32:28 PM,10/8/2024 8:14:38 AM,10/8/2024 1:22:25 PM
11017w,24100458000262,mango perfume,mango perfume,,Pay After Delivery,Amman,الجاردنز,100مل هوجو ينيرجز+100مل كلفن كلاي بوسيبشن,,25,,1.5,Cod Collected,10/3/2024 12:42:52 AM,10/3/2024 5:54:35 AM,10/3/2024 7:01:50 AM,10/3/2024 12:33:26 PM,10/3/2024 5:24:34 PM,10/5/2024 9:47:36 AM
11018w,24100458000263,mango perfume,mango perfume,,Pay After Delivery,Amman,ناعور,100مل سي جورجيو ارماني عدد 2 +50مل سي جورجيو ارماني عدد 2 ,N,34,,1.5,Cod Collected,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/5/2024 8:20:26 AM,10/5/2024 2:38:18 PM,10/5/2024 9:01:06 PM,10/6/2024 12:09:52 PM
11019w,24100458000264,mango perfume,mango perfume,,Pay After Delivery,Amman,صويلح,100مل سوفاج +100مل كريد افنتوس بلاك +50مل بلو شانيل عدد 2 ,I,0,,1.5,Cod Collected,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/3/2024 7:12:38 AM,10/3/2024 3:43:53 PM,10/3/2024 7:23:35 PM,10/5/2024 9:47:36 AM
11020w,24100458000265,mango perfume,mango perfume,,Pay After Delivery,Karak,الكرك,100مل غوتشي جيلتي ,RTN,17,,1.75,Item Returned To Company Completed,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/3/2024 1:16:51 PM,,,10/5/2024 9:47:36 AM
11021w,24100458000266,mango perfume,mango perfume,,Pay After Delivery,Russeifa,الرصيفة,100مل دنهل ديزاير ,R,-19,,1.75,Cod Collected,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/3/2024 9:08:45 AM,10/3/2024 7:37:03 PM,10/3/2024 8:38:41 PM,10/5/2024 9:47:36 AM
11024w,24100458000269,mango perfume,mango perfume,,Pay After Delivery,Amman,شارع الجامعة,100مل سترونجر ويذ يو انتنسلي +100مل اومبير نوماد +50مل توم فورد عود وود +50مل فهرنهايت ,G,34,,1.5,Cod Collected,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/3/2024 7:01:51 AM,10/3/2024 11:48:02 AM,10/3/2024 5:24:34 PM,10/5/2024 9:47:36 AM
11025w,24100458000270,mango perfume,mango perfume,,Pay After Delivery,Rumtha,الرمثا,100مل سوفاج +100مل دنهل بلاك +50مل بلو شانيل عدد 2 ,Q 7,34,,1.75,Cod Collected,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/3/2024 11:59:43 AM,10/3/2024 12:44:43 PM,10/3/2024 6:47:58 PM,10/5/2024 9:47:36 AM
11026w,24100458000271,mango perfume,mango perfume,,Pay After Delivery,Amman,جبل القصور,50مل خمرة ,F,10,,1.5,Cod Collected,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/5/2024 8:54:53 AM,10/5/2024 4:45:32 PM,10/5/2024 8:41:41 PM,10/6/2024 12:09:52 PM
11027w,24100458000272,mango perfume,mango perfume,,Pay After Delivery,Amman,طبربور,100مل جان بول لو ميل بيرفيوم +100مل جان بول لو ميل الكسير +50مل ايروس+50مل التراميل ,H,0,,1.5,Cod Collected,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/3/2024 7:05:58 AM,10/3/2024 3:49:40 PM,10/3/2024 7:21:36 PM,10/5/2024 9:47:36 AM
11029w,24100458000274,mango perfume,mango perfume,,Pay After Delivery,Amman,شارع عبدالله غوشة,100مل يو ستاتي +100مل ماي بربري +50مل شانيل شانس +50مل دولتشي غابانا فلورا ,K,34,,1.5,Cod Collected,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/3/2024 7:20:56 AM,10/3/2024 10:41:00 AM,10/3/2024 4:50:04 PM,10/5/2024 9:47:36 AM
11030w,24100458000275,mango perfume,mango perfume,,Pay After Delivery,Amman,البيادر,100مل خمرة +100مل مانسيرا روز فانيلا ,E,0,,1.5,Cod Collected,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/3/2024 6:55:21 AM,10/3/2024 12:48:59 PM,10/3/2024 7:16:09 PM,10/5/2024 9:47:36 AM
11031w,24100458000276,mango perfume,mango perfume,,Pay After Delivery,Amman,الجبيهة,100مل هوجو بوس عدد 2 +50مل انفكتوس جولوجن +50مل دنهل لندن ,I,34,,1.5,Cod Collected,10/3/2024 12:42:52 AM,10/3/2024 5:45:12 AM,10/5/2024 8:47:21 AM,10/5/2024 11:44:51 AM,10/5/2024 8:02:54 PM,10/6/2024 12:09:52 PM
36070,24100458000277,mango perfume,mango perfume,,Pay After Delivery,Amman,الهاشمي الجنوبي,,C 1,34,,1.5,Cod Collected,10/3/2024 5:27:17 AM,10/3/2024 5:54:35 AM,10/3/2024 6:38:01 AM,10/3/2024 4:40:44 PM,10/3/2024 7:46:25 PM,10/5/2024 9:47:36 AM
j563258496,24100458000278,mango perfume,mango perfume,,Pay After Delivery,Amman,حي الصحابة,,O,-32,,0,Cod Collected,10/3/2024 9:31:18 AM,10/3/2024 9:31:32 AM,10/3/2024 9:31:56 AM,10/3/2024 12:25:55 PM,10/3/2024 5:26:37 PM,10/5/2024 9:47:36 AM
RTN11016F,24100458000279,mango perfume,mango perfume,,Pay After Delivery,Amman,الشميساني,ايدول ١٠٠,RTN,0,,1.5,Item Returned To Company Completed,10/3/2024 10:58:29 AM,10/3/2024 5:45:11 AM,10/3/2024 6:45:12 AM,,,
RTN1109F,24100458000280,mango perfume,mango perfume,,Pay After Delivery,Amman,الجبيهة,ايدول ١٠٠,RTN,0,,1.5,Item Returned To Company Completed,10/3/2024 11:56:15 AM,10/3/2024 5:45:11 AM,10/3/2024 7:12:38 AM,,,
RTN11014F,24100458000281,mango perfume,mango perfume,,Pay After Delivery,Amman,ابو نصير,ايدول ١٠٠,RTN,0,,1.5,Item Returned To Company Completed,10/3/2024 12:33:36 PM,10/3/2024 5:45:11 AM,10/3/2024 7:17:36 AM,,,
RTN30916w,24100458000282,mango perfume,mango perfume,,Pay After Delivery,Amman,حي نزال,100مل مونت بلانك ليجند ,RTN,0,,1.5,Item Returned To Company Completed,10/3/2024 12:38:17 PM,10/2/2024 4:55:26 AM,10/3/2024 6:52:17 AM,,,
RTN11030w,24100458000283,mango perfume,mango perfume,,Pay After Delivery,Amman,البيادر,100مل خمرة +100مل مانسيرا روز فانيلا ,RTN,0,,1.5,Item Returned To Company Completed,10/3/2024 12:48:59 PM,10/3/2024 5:45:12 AM,10/3/2024 6:55:21 AM,,,
RTN30941F,24100458000284,mango perfume,mango perfume,,Pay After Delivery,Amman,المقابلين,بو انتنسلي ١٠٠,RTN,0,,1.5,Item Returned To Company Completed,10/3/2024 1:13:01 PM,10/2/2024 4:55:26 AM,10/3/2024 7:27:24 AM,,,
RTN11030F,24100458000285,mango perfume,mango perfume,,Pay After Delivery,Amman,ماركا الشمالية,بلو شانيل ١٠٠,RTN,0,,1.5,Item Returned To Company Completed,10/3/2024 1:34:31 PM,10/3/2024 5:45:12 AM,10/3/2024 6:34:57 AM,,,
r25916w,24100458000286,mango perfume,mango perfume,,Pay After Delivery,Amman,الجبيهة,,I,0,,1.5,Item Returned To Company Completed,10/3/2024 2:20:00 PM,10/3/2024 2:20:40 PM,,,,
RTN1107w,24100458000287,mango perfume,mango perfume,,Pay After Delivery,Mafraq,المفرق,100مل الترا فيوليت ستاتي ,,0,,1.75,Item Returned To Company Completed,10/3/2024 2:30:51 PM,10/3/2024 5:45:12 AM,10/3/2024 11:49:11 AM,,,
RTN11032F,24100458000288,mango perfume,mango perfume,,Pay After Delivery,Irbid,الصريح,اكسبلور ١٠٠/ بكرات روج ١٠٠/ ليبر ٥٠/ ون مليون ٥٠,,0,,1.75,Item Returned To Company Completed,10/3/2024 2:49:24 PM,10/3/2024 5:45:12 AM,10/3/2024 12:08:25 PM,,,
RTN11026F,24100458000289,mango perfume,mango perfume,,Pay After Delivery,Jarash,جرش,فلانتنو ستاتي ١٠٠ عدد٢,,0,,1.75,Item Returned To Company Completed,10/3/2024 3:12:02 PM,10/3/2024 5:45:12 AM,10/3/2024 11:52:09 AM,,,
RTN1102w,24100458000290,mango perfume,mango perfume,,Pay After Delivery,Salt,السلالم,100مل دولتشي غابانا ذا ون رجالي +100مل مونت بلانك اكسبلور +50مل توم فورد اومبير ليذر +50مل  ,RTN,0,,1.75,Item Returned To Company Completed,10/3/2024 3:46:30 PM,10/3/2024 5:45:12 AM,10/3/2024 7:46:40 AM,,,
RTN11021w,24100458000291,mango perfume,mango perfume,,Pay After Delivery,Russeifa,الرصيفة,100مل دنهل ديزاير ,RTN,20.75,,1.75,Item Returned To Company Completed,10/3/2024 7:37:03 PM,10/3/2024 5:45:12 AM,10/3/2024 9:08:45 AM,,,
RTN11027F,24100458000292,mango perfume,mango perfume,,Pay After Delivery,Aqaba,العقبة,بلو شانيل ١٠٠,RTN,0,,1.75,Item Returned To Company Completed,10/3/2024 10:21:37 PM,10/3/2024 5:45:12 AM,10/3/2024 7:00:52 AM,,,
2101w,24100458000293,mango perfume,mango perfume,,Pay After Delivery,Amman,حي نزال,50مل عود روز عود ,P,10,,1.5,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 2:19:19 PM,10/5/2024 2:34:19 PM,10/5/2024 8:42:59 PM,10/6/2024 12:09:52 PM
2103w,24100458000295,mango perfume,mango perfume,,Pay After Delivery,Karak,الكرك,100مل كريد افنتوس سلفر +50مل فلانتينو ,S - K,0,,1.75,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 9:44:00 AM,10/5/2024 3:10:50 PM,10/6/2024 10:54:48 AM,10/6/2024 12:09:52 PM
2104w,24100458000296,mango perfume,mango perfume,,Pay After Delivery,Irbid,اربد,100مل باد بوي ,,0,,1.75,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 12:20:16 PM,10/5/2024 2:34:50 PM,10/5/2024 7:38:47 PM,10/6/2024 12:09:52 PM
2105w,24100458000297,mango perfume,mango perfume,,Pay After Delivery,Irbid,ايدون,100مل سترونجر ويذ يو انتتسلي ,Q 1,17,,1.75,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/7/2024 11:40:51 AM,10/7/2024 5:55:00 PM,10/7/2024 8:35:45 PM,10/8/2024 1:22:25 PM
2106w,24100458000298,mango perfume,mango perfume,,Pay After Delivery,Amman,طبربور,100مل دي مارلي جيرنلي ,H,0,,1.5,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 8:58:29 AM,10/5/2024 2:43:24 PM,10/5/2024 8:31:13 PM,10/6/2024 12:09:52 PM
2107w,24100458000299,mango perfume,mango perfume,,Pay After Delivery,Amman,دابوق,100مل فهرنهايت الاصدار القديم ,RTN,17,,1.5,Item Returned To Company Completed,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 8:47:21 AM,,,
21010w,24100458000302,mango perfume,mango perfume,,Pay After Delivery,Amman,الجاردنز,100مل بويزن +100مل جيرلان مون +50مل ديلينا +50مل جود جيرل بلش ,G,34,,1.5,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/6/2024 6:52:04 AM,10/6/2024 1:39:16 PM,10/7/2024 8:36:35 AM,10/7/2024 1:04:42 PM
21011w,24100458000303,mango perfume,mango perfume,,Pay After Delivery,Amman,طبربور,100مل ليون ديور ,H,0,,1.5,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 8:58:29 AM,10/5/2024 12:26:58 PM,10/5/2024 8:31:13 PM,10/6/2024 12:09:52 PM
21012w,24100458000304,mango perfume,mango perfume,,Pay After Delivery,Karak,الكرك,50مل دولتشي غابانا ذا ون ,S - K,0,,1.75,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 9:44:00 AM,10/5/2024 5:39:02 PM,10/6/2024 10:54:48 AM,10/6/2024 12:09:52 PM
21013w,24100458000305,mango perfume,mango perfume,,Pay After Delivery,Karak,الكرك,100مل اف سان لوران واي +100مل جفنشي جنتل مان +50مل غوتشي بلوم +50مل التراميل ,RTN,34,,1.75,Item Returned To Company Completed,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/6/2024 6:59:37 AM,,,
21014w,24100458000306,mango perfume,mango perfume,,Pay After Delivery,Jarash,جرش,100مل 212 +100مل بلو شانيل +50مل جان بول لو ميل بيرفيوم +50مل اف سان لوران واي ,N-J,34,,1.75,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 12:06:44 PM,10/5/2024 8:32:06 PM,10/5/2024 10:29:04 PM,10/6/2024 12:09:52 PM
21015w,24100458000307,mango perfume,mango perfume,,Pay After Delivery,Amman,ضاحية الامير حسن,50مل فكتوريا سيكرت فيري سيكسي +50مل لانكوم لافي بيل ,F,20,,1.5,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 8:54:53 AM,10/5/2024 1:47:51 PM,10/5/2024 8:41:41 PM,10/6/2024 12:09:52 PM
21016w,24100458000308,mango perfume,mango perfume,,Pay After Delivery,Amman,جبل القصور,100مل هوجو بوس +100مل بلو شانيل +50مل سترونجر ويذ يو+50مل مونت بلانك اكسبلور ,F,34,,1.5,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 8:54:53 AM,10/5/2024 2:55:11 PM,10/5/2024 8:41:41 PM,10/6/2024 12:09:52 PM
21017w,24100458000309,mango perfume,mango perfume,,Pay After Delivery,Amman,شارع المدينة المنورة,100مل نيشان هاشفات ,G,17,,1.5,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 9:02:20 AM,10/5/2024 2:05:48 PM,10/5/2024 5:07:36 PM,10/6/2024 12:09:52 PM
21018w,24100458000310,mango perfume,mango perfume,,Pay After Delivery,Madaba,مادبا,100مل انفكتوس جولوجن ,N,0,,1.75,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 8:20:26 AM,10/5/2024 5:23:55 PM,10/5/2024 9:01:06 PM,10/6/2024 12:09:52 PM
21019w,24100458000311,mango perfume,mango perfume,,Pay After Delivery,Amman,شارع الجامعة,100مل فلانتينو +100مل اف سان لوران واي +50مل جود فازر +50مل ايمبير ,G,34,,1.5,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 9:02:20 AM,10/5/2024 11:50:07 AM,10/5/2024 5:07:36 PM,10/6/2024 12:09:52 PM
21020w,24100458000312,mango perfume,mango perfume,,Pay After Delivery,Amman,ام السماق,100مل فرزاتشي ايروس ستاتي +100مل مانسيرا روز فانيلا +50مل جود جيرل بلش +50مل سترونجر ويذ يو ,RTN,34,,1.5,Item Returned To Company Completed,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 9:11:15 AM,,,
21021w,24100458000313,mango perfume,mango perfume,,Pay After Delivery,Karak,الكرك,100مل ذا جود فازر +100مل دولتشي غابانا ذا ون +50مل سوفاج +50مل ارماني يو ,S - K,34,,1.75,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/7/2024 9:01:56 AM,10/7/2024 9:50:20 PM,10/8/2024 10:39:34 AM,10/8/2024 1:22:25 PM
21022w,24100458000314,mango perfume,mango perfume,,Pay After Delivery,Madaba,مادبا,100مل بربري تاتش عدد 2 +50مل بلو شانيل +50مل سوفاج ,N,34,,1.75,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 8:20:26 AM,10/5/2024 6:24:41 PM,10/5/2024 9:01:06 PM,10/6/2024 12:09:52 PM
21023w,24100458000315,mango perfume,mango perfume,,Pay After Delivery,Amman,المقابلين,100مل دولتشي غابانا ذا ون ,P,17,,1.5,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 8:31:54 AM,10/5/2024 5:06:37 PM,10/5/2024 8:48:52 PM,10/6/2024 12:09:52 PM
21024w,24100458000316,mango perfume,mango perfume,,Pay After Delivery,Amman,الدوار السابع,100مل الور هوم سبورت +100مل ايروس +50مل اكوا دي جيو +50مل كريد افنتوس ,K,34,,1.5,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/6/2024 6:30:20 AM,10/6/2024 7:24:21 PM,10/7/2024 8:45:26 AM,10/7/2024 1:04:42 PM
21025w,24100458000317,mango perfume,mango perfume,,Pay After Delivery,Zarqa,الزرقاء,100مل دارج الرصاصي +100مل دولتشي غابانا ذا ون +50مل كريد افنتوس +50مل بلو شانيل ,Z - 1,34,,1.75,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 9:12:10 AM,10/5/2024 1:07:51 PM,10/5/2024 11:26:24 PM,10/6/2024 12:09:52 PM
2101F,24100458000318,mango perfume,mango perfume,,Pay After Delivery,Amman,ابو نصير,سكاندل رجالي ١٠٠/ امبر ليذر ١٠٠/ اوسيل ١٠٠,J,34,,1.5,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 8:37:03 AM,10/5/2024 2:19:46 PM,10/5/2024 4:06:36 PM,10/6/2024 12:09:52 PM
2102F,24100458000319,mango perfume,mango perfume,,Pay After Delivery,Amman,تلاع العلي,الترا ميل ١٠٠/ يو انتنسلي ١٠٠/ فلانتينو اومو٥٠/جنتل مان اونلي جفنشي ٥٠,G,34,,1.5,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 3:38:36 PM,10/5/2024 3:42:18 PM,10/5/2024 5:07:36 PM,10/6/2024 12:09:52 PM
2103F,24100458000320,mango perfume,mango perfume,,Pay After Delivery,Amman,شفا بدران,مس ديور ١٠٠/ سي احمر ١٠٠/ماي واي ٥٠/الي صعب ٥٠,J,34,,1.5,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 8:37:03 AM,10/5/2024 11:44:27 AM,10/5/2024 4:06:36 PM,10/6/2024 12:09:52 PM
2104F,24100458000321,mango perfume,mango perfume,,Pay After Delivery,Rumtha,الرمثا,بلو شانيل ١٠٠/فهرنهايت ١٠٠/ سبايس بومب اكستريم ٥٠ عدد٢,Q 7,34,,1.75,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/6/2024 11:18:51 AM,10/6/2024 1:06:54 PM,10/6/2024 8:09:57 PM,10/7/2024 1:04:42 PM
2105F,24100458000322,mango perfume,mango perfume,,Pay After Delivery,Amman,ام السماق,تومي هيلر ١٠٠,E,17,,1.5,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 9:11:15 AM,10/5/2024 12:13:22 PM,10/5/2024 7:53:54 PM,10/6/2024 12:09:52 PM
2106F,24100458000323,mango perfume,mango perfume,,Pay After Delivery,Amman,الجبيهة,مس ديور ١٠٠,I,19,,1.5,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 8:47:21 AM,10/5/2024 11:17:32 AM,10/5/2024 8:02:54 PM,10/6/2024 12:09:52 PM
2107F,24100458000324,mango perfume,mango perfume,,Pay After Delivery,Amman,دير غبار,ذا ون ٥٠,K,12,,1.5,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:46 AM,10/5/2024 8:30:56 AM,10/5/2024 3:10:07 PM,10/6/2024 10:33:54 AM,10/6/2024 12:09:52 PM
2108F,24100458000325,mango perfume,mango perfume,,Pay After Delivery,Amman,شارع الإذاعة والتلفزيون,بلاك اوبيوم ١٠٠/ نرسيسو البرتقاليه ١٠٠/ الي صعب انوايت ٥٠,P,0,,1.5,Cod Collected,10/5/2024 1:27:32 AM,10/5/2024 4:38:47 AM,10/5/2024 8:31:54 AM,10/5/2024 6:04:08 PM,10/5/2024 8:48:52 PM,10/6/2024 12:09:52 PM
2109F,24100458000326,mango perfume,mango perfume,,Pay After Delivery,Amman,الاستقلال,بلو شانيل ١٠٠/ سلفر سنت ١٠٠/ دولتشي ذا ون ٥٠/ هوجو بوس الاسود ٥٠,F,34,,1.5,Cod Collected,10/5/2024 1:27:33 AM,10/5/2024 4:38:47 AM,10/6/2024 6:54:45 AM,10/6/2024 11:21:10 AM,10/7/2024 7:58:48 AM,10/7/2024 1:04:42 PM
21010F,24100458000327,mango perfume,mango perfume,,Pay After Delivery,Irbid,حوارة,روز فانيلا ١٠٠/روبورتو كفالي ١٠٠/ايلي صعب ٥٠/ سي اسود ٥٠,Q 9,0,,1.75,Cod Collected,10/5/2024 1:27:33 AM,10/5/2024 4:38:47 AM,10/5/2024 12:22:49 PM,10/5/2024 5:30:01 PM,10/5/2024 6:05:24 PM,10/6/2024 12:09:52 PM
